9791	1851
9791	2048
9791	1372
9791	3947
9791	517
9791	8779
9791	6692
9791	6488
9791	6808
9791	6252
9791	6110
9791	626
9791	4504
9791	927
9791	4842
9791	849
9792	3282
9792	6685
9792	9451
9792	6835
9792	2444
9792	6360
9792	6930
9792	6279
9792	1532
9792	2635
9792	1009
9792	6433
9792	6037
9792	4099
9792	3699
9792	324
9792	9064
9792	4196
9792	2588
9792	8342
9792	6691
9792	1989
9792	5560
9792	8486
9792	3596
9792	6937
9792	3728
9792	1529
9792	1734
9793	9344
9793	3593
9793	5778
9793	7917
9793	4967
9794	1096
9794	1664
9794	2452
9794	1469
9794	4375
9795	3455
9795	985
9795	5360
9795	6631
9795	5985
9796	3476
9796	68
9797	4067
9798	1487
9798	4457
9798	680
9798	2584
9798	239
9798	956
9799	7787
9799	235
9799	7511
9799	755
9799	2339
9799	1254
9799	4868
9799	7105
9799	396
9799	1234
9799	562
9799	5520
9799	3657
9799	935
9799	580
9799	7823
9799	3276
9799	1871
9799	8658
9799	1762
9799	7635
9799	1652
9799	6717
9800	2638
9801	6859
9801	1902
9801	6400
9801	1461
9802	8628
9802	1952
9802	5409
9802	8458
9803	1343
9803	7498
9803	6970
9803	3005
9803	7050
9804	6360
9804	1850
9804	923
9804	3253
9804	2808
9804	8733
9804	3417
9804	2957
9804	4044
9804	1348
9804	2033
9804	3375
9805	5342
9805	1394
9806	2931
9806	4251
9806	6251
9807	985
9808	3388
9808	1348
9808	1715
9809	7214
9809	2199
9809	980
9809	9743
9809	2007
9809	6564
9809	3169
9809	889
9809	4156
9809	5111
9809	7871
9809	3397
9809	1348
9809	3832
9809	8939
9809	2123
9809	3726
9809	121
9809	4917
9809	1819
9809	1434
9810	8557
9810	80
9810	1998
9811	8987
9811	525
9811	1491
9811	8263
9811	2627
9811	6452
9811	1038
9811	1576
9811	9526
9811	5734
9811	6391
9811	6921
9811	1812
9811	50
9811	5863
9811	2177
9811	6022
9811	2653
9811	4829
9811	1155
9811	526
9811	637
9811	1954
9812	592
9813	5996
9813	2828
9813	7500
9813	2305
9814	74
9814	3629
9814	8126
9815	8174
9815	4507
9815	1838
9815	2000
9815	143
9815	8472
9815	2012
9816	3012
9816	9526
9816	2475
9816	9085
9817	8214
9817	1148
9818	3242
9818	7928
9818	1100
9818	6749
9819	1712
9819	384
9819	8641
9820	553
9820	8097
9820	422
9820	3148
9820	5016
9821	2741
9821	902
9821	4490
9821	2110
9821	1768
9821	9215
9821	1800
9821	89
9821	3673
9822	553
9822	5886
9822	2805
9822	3363
9822	732
9822	4626
9822	3875
9822	4985
9822	4048
9822	2421
9822	5968
9822	9674
9822	8387
9822	5518
9822	1898
9822	172
9822	6259
9822	8519
9823	3149
9823	8588
9823	6668
9823	9227
9823	464
9824	4145
9824	4890
9825	447
9825	3945
9825	3348
9825	4751
9825	9399
9825	562
9825	450
9825	2432
9825	8799
9825	9526
9825	7210
9825	9040
9825	8032
9825	5262
9825	1597
9825	512
9826	5886
9826	622
9827	3202
9827	4069
9827	393
9827	2911
9827	2490
9827	5191
9828	679
9828	4810
9829	6798
9830	2494
9830	9269
9830	2719
9830	2778
9830	365
9830	1866
9830	9525
9830	3124
9830	2728
9830	9031
9830	2147
9830	452
9830	6396
9831	4354
9831	2440
9831	8191
9831	3813
9831	2452
9831	1832
9831	163
9831	4302
9831	1873
9831	313
9831	4297
9831	1552
9831	3797
9831	2224
9831	6427
9832	2591
9832	8741
9832	6245
9832	8864
9832	3937
9832	1256
9833	1520
9834	3276
9834	6721
9835	6551
9836	5352
9836	2128
9837	4150
9837	6677
9837	1975
9837	6414
9837	1862
9837	1073
9837	8472
9837	8759
9837	1935
9837	2035
9837	8133
9837	485
9837	4113
9837	2196
9837	6235
9837	309
9837	3797
9837	3764
9837	5771
9837	8708
9838	1480
9838	4170
9838	1365
9838	1836
9838	632
9839	9083
9839	2190
9839	7294
9839	4251
9839	377
9840	1964
9841	591
9841	1125
9842	6789
9842	9768
9842	1168
9842	4516
9842	4367
9842	6661
9842	1622
9842	2479
9842	5171
9842	8749
9842	7562
9842	3149
9842	4500
9842	7442
9842	200
9843	6119
9843	2379
9843	521
9843	2045
9843	4315
9843	4002
9843	1608
9843	5351
9843	3048
9843	4989
9843	2519
9844	5746
9844	5357
9844	1226
9844	8238
9844	2660
9844	1151
9844	6983
9844	6360
9844	2944
9844	531
9844	504
9844	6903
9844	407
9844	9308
9844	4219
9844	3130
9844	1852
9844	1745
9844	2812
9844	8507
9844	4162
9845	7534
9845	4666
9846	5820
9846	1095
9847	5680
9847	9533
9847	5278
9847	6234
9848	5983
9848	8147
9848	2669
9848	3087
9848	8196
9848	6421
9849	5534
9849	6968
9849	3688
9850	6303
9850	126
9850	8798
9850	1491
9850	2446
9850	2815
9850	443
9850	3836
9850	6950
9850	4666
9850	5689
9850	7124
9850	2778
9850	366
9850	2750
9850	7661
9850	9010
9850	6898
9850	6704
9850	2264
9850	8621
9850	8174
9850	3004
9850	8805
9850	202
9850	9439
9851	1382
9851	7188
9851	502
9852	3440
9852	2418
9852	5261
9852	7927
9852	9049
9852	3625
9853	8257
9853	4896
9854	3054
9854	3632
9854	2174
9854	4039
9854	8506
9855	5950
9855	1155
9855	1414
9855	8755
9856	926
9856	8861
9856	5917
9856	8966
9856	5462
9856	1220
9856	419
9857	6289
9858	129
9858	7314
9858	9463
9858	7275
9858	897
9858	233
9858	728
9858	1834
9858	3073
9859	4268
9860	1171
9860	1594
9861	1770
9861	8306
9861	4455
9862	1657
9862	2977
9863	312
9863	7422
9864	3594
9864	8799
9864	9065
9864	1975
9864	6102
9864	4053
9864	8750
9864	92
9864	9476
9865	9121
9865	602
9865	2513
9865	8323
9865	2848
9865	8147
9865	2971
9865	7544
9866	6317
9866	2371
9866	1952
9867	6785
9867	466
9867	3958
9867	1775
9867	8821
9868	7815
9868	1327
9869	6719
9869	5491
9869	4487
9870	5593
9870	8778
9870	6354
9871	1906
9871	6989
9871	3444
9871	4472
9871	4523
9871	6609
9871	7447
9872	3836
9872	593
9873	2706
9873	4771
9873	9426
9873	1533
9873	4896
9873	1388
9873	965
9873	605
9873	3845
9873	3810
9874	1142
9874	4987
9874	1044
9874	5985
9874	7736
9874	1017
9874	1153
9874	8296
9874	1016
9874	7677
9874	6718
9875	628
9875	4350
9875	4458
9875	4651
9875	7768
9875	286
9875	1801
9875	7193
9875	6119
9875	2543
9875	4162
9875	5753
9875	5406
9875	1524
9875	4947
9875	9314
9875	1362
9875	6400
9875	6856
9875	8393
9875	6392
9875	6057
9875	1483
9875	8215
9875	3870
9875	176
9875	2053
9875	6580
9875	6539
9876	672
9876	89
9876	1048
9877	2336
9877	5147
9877	4445
9877	5736
9877	1366
9877	2926
9878	5667
9878	166
9879	8163
9879	2299
9879	754
9879	1585
9879	550
9879	4708
9879	3214
9879	2424
9879	6322
9879	1046
9880	3044
9880	4717
9880	432
9880	680
9880	1594
9880	720
9881	1101
9881	4074
9881	4131
9882	6119
9882	2598
9882	2792
9883	8456
9883	1751
9883	1122
9883	967
9883	4754
9883	9126
9883	4772
9883	4773
9883	1130
9883	2808
9883	873
9883	6075
9883	631
9883	7671
9883	6213
9883	494
9884	2015
9884	4701
9885	153
9885	3811
9886	4836
9886	8271
9886	1011
9886	3106
9886	5737
9886	9028
9886	5767
9886	6557
9886	6252
9886	5916
9886	3803
9886	9491
9887	474
9887	3962
9887	1036
9887	3410
9887	1180
9888	2869
9888	509
9888	7337
9888	5962
9888	1771
9888	5279
9889	4640
9890	4199
9890	4959
9890	863
9890	8480
9890	529
9890	3366
9890	2052
9890	967
9891	19
9891	6525
9891	5854
9891	6205
9891	2243
9891	1147
9891	2628
9891	7364
9891	9198
9891	129
9891	7624
9891	2226
9891	1954
9891	9096
9891	7225
9891	9476
9891	1636
9891	1641
9891	320
9891	6962
9891	732
9891	1317
9891	1834
9891	6590
9891	3558
9892	6075
9892	1383
9893	947
9893	6609
9893	6197
9894	1294
9894	7340
9894	2792
9895	6614
9895	636
9895	4140
9895	2726
9895	9567
9895	9121
9895	906
9895	1804
9896	1839
9896	1751
9897	1518
9897	8731
9898	7892
9898	766
9898	7402
9898	6156
9898	2913
9898	6878
9898	1542
9898	1579
9898	4479
9898	1670
9898	2824
9898	992
9898	2318
9898	4651
9898	3998
9898	1815
9899	7949
9900	6648
9900	1429
9900	1917
9901	3024
9901	3607
9901	1847
9901	4701
9901	6208
9901	517
9901	5973
9901	3584
9901	6240
9901	9442
9901	6039
9901	471
9902	6758
9902	7556
9902	9451
9903	7190
9903	4045
9904	4955
9904	6395
9904	7845
9904	3962
9904	2008
9904	7466
9904	795
9904	3573
9904	8353
9904	2610
9904	2879
9904	2415
9904	6897
9904	7238
9904	798
9905	7440
9905	6256
9906	1735
9907	5295
9907	3364
9908	5820
9908	7844
9908	867
9908	698
9908	3896
9908	7836
9909	3191
9909	5630
9910	5149
9910	3287
9910	6347
9911	7388
9911	7894
9911	3257
9911	2726
9911	3230
9911	8230
9911	312
9911	9700
9911	2544
9911	2610
9911	700
9911	4284
9911	592
9911	3853
9912	815
9912	1528
9912	3809
9912	8025
9912	8741
9912	6609
9912	5996
9913	827
9913	515
9914	545
9914	921
9914	4154
9915	8758
9915	696
9915	7417
9915	5136
9915	6346
9915	2167
9916	9096
9917	6198
9917	4918
9918	552
9919	2518
9919	7659
9920	6068
9920	6683
9920	7841
9921	5984
9921	3940
9922	515
9922	6013
9923	6699
9924	3076
9924	2536
9925	833
9925	1313
9925	3868
9926	995
9926	6697
9926	5522
9926	909
9926	1510
9926	1837
9926	540
9926	2379
9927	1388
9927	3844
9927	95
9927	5011
9927	7844
9927	1297
9927	1209
9928	999
9928	4639
9928	3560
9928	2867
9929	4941
9929	1976
9929	166
9929	2175
9929	6306
9929	828
9929	5432
9929	992
9929	174
9929	7928
9929	189
9930	6937
9930	2126
9931	1360
9932	7418
9932	7696
9932	8031
9933	2495
9933	2726
9933	7893
9933	7418
9934	605
9935	4973
9935	8789
9936	6410
9937	657
9937	959
9937	8269
9937	4800
9937	1041
9937	6293
9937	121
9937	2380
9938	1767
9938	9566
9939	4792
9939	4725
9940	232
9940	9050
9941	1645
9941	2600
9941	7443
9941	1466
9942	5767
9942	1491
9942	6032
9942	5340
9942	2687
9942	1946
9942	2448
9942	5806
9942	676
9942	424
9942	8536
9942	7572
9942	6664
9942	4165
9942	8223
9942	6099
9942	8431
9942	1881
9943	614
9943	1932
9944	1541
9944	2380
9944	4874
9944	9114
9945	7093
9945	6112
9946	6624
9947	9010
9947	912
9947	7802
9948	1790
9949	3041
9949	6745
9950	1689
9950	9439
9950	849
9950	1695
9950	2030
9950	5744
9950	6452
9950	1293
9950	4158
9950	269
9950	8633
9950	4993
9950	3282
9950	5064
9950	1632
9950	3480
9950	4156
9950	6211
9950	1327
9950	1175
9950	5985
9950	1522
9950	9065
9950	2015
9950	1124
9950	4769
9950	4305
9950	3929
9950	2758
9950	1069
9950	100
9950	503
9950	2635
9950	2616
9950	1128
9950	216
9950	272
9951	5808
9951	8620
9951	3811
9951	5997
9952	4557
9952	7849
9952	3580
9953	3051
9954	45
9954	842
9954	3152
9954	5971
9954	2412
9955	8359
9955	8345
9955	1392
9955	488
9955	1325
9955	2353
9955	6170
9955	9403
9955	1572
9955	6760
9955	126
9955	3120
9955	943
9955	2439
9955	6628
9955	6847
9955	7913
9955	1615
9955	120
9955	4259
9955	2251
9955	5114
9955	474
9955	9733
9955	3349
9955	7490
9955	5144
9955	8500
9955	1522
9955	7984
9955	8050
9955	1707
9955	6435
9955	6177
9955	2033
9955	2911
9955	4638
9955	619
9955	8365
9955	7737
9956	7250
9956	1103
9956	537
9956	6360
9956	655
9956	3363
9957	2678
9957	1591
9957	3054
9957	1176
9957	430
9957	1264
9957	2386
9957	7546
9957	1166
9958	8106
9958	8414
9958	3738
9959	6022
9959	1668
9960	6565
9960	8899
9960	5446
9960	8353
9960	2473
9960	2196
9960	9729
9960	6910
9960	3058
9960	7044
9960	7011
9961	6499
9961	4325
9961	7096
9961	7388
9961	4940
9961	4302
9961	2752
9961	9719
9961	6146
9961	6929
9961	3001
9961	2030
9961	1313
9961	3287
9962	4188
9962	49
9962	1632
9962	7350
9962	4644
9963	2701
9963	154
9963	226
9963	4513
9963	273
9963	4632
9963	269
9963	1141
9963	5261
9963	2006
9963	4819
9963	670
9963	9708
9963	2477
9963	9024
9963	3896
9963	2778
9964	8867
9964	786
9965	5616
9965	9511
9965	7232
9965	5840
9966	4054
9966	5988
9967	3706
9968	2622
9969	3142
9969	9727
9970	2697
9970	4827
9971	1327
9971	8983
9971	6225
9971	5580
9971	6557
9971	944
9972	2758
9972	1475
9972	5940
9972	854
9973	6863
9973	1416
9973	3430
9973	2901
9973	7125
9973	2555
9973	2790
9973	614
9973	1672
9973	4888
9974	540
9974	1916
9974	1531
9974	7642
9975	1926
9976	396
9976	6171
9976	7879
9976	7988
9977	3329
9977	9631
9977	9702
9977	3463
9977	8485
9977	556
9977	173
9978	1597
9978	4591
9978	2493
9978	9442
9978	6037
9978	949
9978	4219
9978	9331
9978	4142
9978	2233
9978	7841
9978	8171
9978	8331
9978	5516
9978	479
9978	7179
9978	7427
9978	250
9978	1916
9978	3203
9978	4950
9978	9577
9978	664
9978	5916
9978	1807
9979	6699
9979	1606
9980	1800
9980	721
9980	4186
9980	1604
9980	7984
9980	3908
9980	3180
9980	5650
9980	7394
9980	7663
9981	1819
9981	5928
9981	6348
9981	8457
9981	1267
9981	5867
9981	7028
9981	8506
9981	5294
9981	4458
9981	1220
9981	234
9981	2665
9981	50
9981	1273
9982	5988
9982	1357
9982	7429
9982	5161
9982	4003
9982	8580
9982	5501
9982	2660
9982	916
9983	7583
9983	3037
9983	974
9983	705
9983	7193
9983	5546
9983	3551
9983	6606
9983	1098
9983	194
9983	5940
9983	2681
9983	7974
9983	8214
9984	2199
9984	327
9985	5739
9985	6715
9985	1094
9985	3778
9985	2286
9985	6577
9985	837
9985	2574
9985	4270
9985	389
9985	370
9985	5246
9986	629
9986	3577
9986	7013
9986	8894
9986	3681
9986	8932
9987	7296
9987	2762
9987	1893
9987	692
9988	1027
10000	8456
10000	992
10000	2522
10000	2315
10000	2293
10000	6911
10000	9407
10000	931
10000	9638
10000	2755
10000	1469
10000	3631
10000	1595
10000	4895
10000	414
10000	256
10000	1348
10000	2213
10000	5996
10000	5588
10000	2885
10000	1597
10001	6814
10001	3427
10001	749
10001	1094
10001	628
10001	839
10001	4909
10001	2424
10001	5289
10001	7663
10002	4506
10002	5851
10002	7533
10003	6872
10003	6493
10003	2251
10004	2620
10004	1308
10004	7815
10005	790
10005	2326
10005	7961
10005	4250
10005	2117
10005	1142
10005	6311
10005	2432
10005	1311
10005	6973
10005	8144
10005	9107
10005	2154
10005	464
10005	864
10005	4502
10005	1903
10005	1966
10005	1554
10005	873
10005	361
10006	5718
10006	1209
10006	1854
10006	6449
10007	49
10008	8497
10008	1352
10008	4874
10009	6348
10009	8429
10009	7365
10009	4523
10009	38
10009	5103
10010	4286
10011	6096
10011	4789
10011	3517
10011	2570
10011	9356
10011	3817
10011	1764
10011	6898
10011	4340
10011	2497
10011	8717
10011	117
10011	2438
10011	9162
10011	7039
10011	8809
10011	9107
10011	6961
10011	7442
10011	9114
10011	7988
10011	8077
10011	4874
10011	198
10011	1668
10011	8949
10011	349
10011	6915
10011	9608
10011	6408
10011	9320
10011	5923
10011	43
10011	7557
10011	101
10020	9721
10020	7610
