8374|0, 34
8373|0, 21, 27
8370|0, 20
8367|0, 20, 27
8363|0, 24, 34
8356|0, 26, 33
8353|0, 26, 31
8352|0, 26
8350|0, 26, 34, 35
8348|0, 23, 33
8342|0, 21, 26
8340|0, 24, 34
8333|0, 23, 32
8331|0, 20, 27
8329|0, 20, 33
8323|0, 20, 27
8321|0, 20, 33
8320|0, 20, 26
8312|0, 31, 34
8310|0, 24, 34
8297|0, 26, 35
8295|0, 23, 34
8293|0, 23, 24
8292|0, 26
8286|0, 33
8285|0, 24
8283|0, 24
8280|0, 21, 33
8272|0, 33, 34
8271|0, 23, 24
8268|0, 21, 24
8267|0
8262|0, 20, 33
8259|0, 23, 24
8256|0, 23, 24, 34
8254|0, 20, 27, 33
8250|0, 23, 27
8239|0, 20, 36
8238|0, 23, 24
8237|0, 24, 34
8236|0, 23, 33
8235|0, 26, 34
8233|0, 26, 33
8232|0, 26, 29
8229|0, 20, 21
8228|0, 20, 33
8225|0, 20, 21
8217|0, 20, 27, 33
8212|0, 20, 33
8205|0, 24
8202|0, 26
8200|0, 24, 34
8193|0, 20, 33
8190|0, 20, 26
8185|0, 33, 34
8184|0, 23
8183|0, 26
8182|0, 21, 27
8178|0, 23, 24
8171|0, 20, 33
8166|0, 20, 32
8162|0, 21, 23
8160|0, 34
8156|0, 20, 27
8154|0, 20, 33, 34
8149|0, 29, 34
8145|0, 26, 34
8142|0, 33, 34
8137|0, 24, 34
8130|0, 34
8125|0, 27, 29
8117|0, 24, 34
8114|0, 21
8111|0, 24, 26
8097|0, 26, 36
8096|0, 24, 34
8091|0, 24, 26
8090|0, 26, 34
8084|0, 23
8083|0, 23, 24
8082|0, 21, 33
8079|0, 23
8078|0, 23
8072|0, 35
8066|0, 21, 33
8061|0, 20, 24
8050|0, 23
8048|0, 20, 23, 25, 27
8046|0, 24, 31, 34
8042|0, 26, 34
8038|0, 24, 31
8025|0, 24, 26, 34
8019|0, 33
8016|0, 29, 33
8013|0, 24, 33
7999|0, 34
7989|0, 20, 34
7987|0, 20, 21
7986|0, 20, 21
7985|0, 20, 21
7982|0, 33, 34
7977|0, 29, 33, 34
7976|0, 20, 21
7975|0, 20, 21
7962|0, 20, 21, 27
7961|0, 20, 33
7959|0, 20, 21
7958|0, 20, 21
7957|0, 20, 21
7956|0, 20, 21
7947|0, 27, 29, 34
7943|0, 20, 21, 33
7940|0, 20, 21
7939|0, 20, 21, 33, 34
7938|0, 20, 21
7937|0, 21, 27
7936|0, 20, 21
7935|0, 20, 21
7930|0, 21
7929|0, 24, 26, 34
7922|0, 29, 33
7918|0, 20, 26
7917|0, 23, 33
7910|0, 24, 34
7905|0, 21, 27
7900|0, 33, 34
7898|0, 34
7892|0, 24
7889|0, 23, 33
7887|0, 20, 27
7883|0, 20, 26
7881|0, 33, 34
7879|0, 23, 24
7876|0, 20, 33
7875|0, 23, 32
7873|0, 34, 35
7866|0, 20, 29
7858|0, 27, 34
7854|0, 20, 23, 33
7847|0, 24, 31, 34
7841|0, 33, 34
7837|0, 23, 24
7834|0, 20, 26, 35
7833|0, 26, 34
7828|0, 34
7825|0, 26
7824|0, 27, 29
7817|0, 24, 26, 34
7811|0, 29, 33, 34
7808|0, 20, 34
7804|0, 20, 23, 24, 31, 34
7803|0, 20, 26, 34
7802|0, 20, 24
7801|0, 20, 26, 33, 34
7799|0, 20
7798|0, 24, 28
7797|0, 26
7789|0, 26, 27
7776|0, 26, 27
7771|0, 21, 31
7770|0, 24, 26, 31, 34
7768|0, 23, 24
7765|0, 21, 24
7764|0, 24, 34
7760|0, 26, 31, 34
7752|0, 20
7751|0, 34, 35
7744|0, 26, 33
7742|0, 26
7735|0, 26, 32
7734|0, 34
7727|0, 20, 33
7717|0, 24, 29, 34
7713|0, 20, 27
7710|0, 20, 26, 34
7700|0, 23, 24
7696|0, 26, 33, 34
7695|0, 33, 34
7691|0, 24, 34
7686|0, 26, 35
7680|0, 20, 33, 34, 35
7678|0, 20, 26, 27, 31
7669|0, 24, 34
7667|0, 20, 23, 27
7665|0, 20, 33, 35
7661|0, 20, 33
7654|0, 20, 33, 34, 35
7653|0, 20, 21, 23
7652|0, 23
7650|0, 23, 33
7644|0, 24, 34
7642|0, 20, 27
7640|0, 29, 33, 34
7637|0, 26
7633|0, 24, 26, 34
7632|0, 24
7623|0, 20, 26, 27
7614|0, 20, 31, 34
7613|0
7604|0, 20, 24, 34
7598|0, 27, 34
7596|0, 26, 31, 33, 34
7594|0, 23, 26
7589|0, 24
7588|0, 24, 26
7587|0, 23
7584|0, 20, 21, 23, 33
7580|0, 33, 35
7579|0, 33, 34
7576|0, 26, 34
7572|0, 20, 21, 23, 36
7571|0, 27, 34
7560|0, 23, 26
7558|0, 20, 21, 33
7551|0, 21, 26, 33
7542|0, 33, 34, 36
7539|0, 27, 36
7537|0, 23, 24, 27, 34
7526|0, 20, 23, 26, 35
7525|0, 24, 26
7522|0, 26
7518|0, 20, 33
7514|0, 23
7499|0, 20, 27
7492|0, 26, 34
7489|0, 21, 23, 33
7485|0, 24, 26
7479|0, 23
7476|0, 23, 25
7475|0, 20, 23, 24, 26, 28, 29, 31, 34, 36
7445|0, 29, 33, 34
7443|0, 20, 23, 24, 34
7441|0, 29, 34
7438|0, 24, 26
7436|0, 20, 21, 27, 33
7433|0, 20, 27, 31
7432|0, 29, 34
7429|0, 23, 27, 30, 32
7428|0, 20, 34
7425|0, 23
7422|0
7415|0, 34
7414|0, 21
7410|0, 26
7409|0, 23, 32
7408|0, 20, 23, 27
7406|0, 24, 26, 31, 33, 34
7403|0, 33, 34
7399|0, 20, 27
7388|0, 23, 34
7387|0, 26, 34, 36
7376|0, 20, 27, 32
7373|0, 23
7369|0, 26
7367|0, 20, 26, 32, 35
7359|0, 23
7358|0, 20, 33, 34
7353|0, 20, 26, 31, 34
7349|0, 26, 35
7344|0, 20, 23
7341|0, 23, 32
7340|0, 23
7339|0, 20, 26, 27
7330|0, 33, 34
7326|0, 23, 32
7323|0, 20, 33
7315|0, 24
7314|0, 26, 34, 35
7305|0, 26, 29, 33, 34
7302|0, 33
7299|0, 23
7296|0, 23, 24
7294|0, 24, 26, 31, 34
7278|0, 27, 29, 34
7276|0, 24, 26
7270|0, 24, 26, 34
7268|0, 23, 26
7267|0, 23, 24
7264|0, 20
7263|0, 29, 34
7259|0, 24, 31
7258|0, 20, 26
7255|0, 26, 29, 34
7248|0, 24, 31, 34
7246|0, 20, 33
7245|0, 20, 27
7242|0
7228|0, 20, 21, 23, 34
7227|0, 34
7226|0, 26
7225|0, 24, 26, 34
7223|0, 34
7219|0, 26, 33, 34
7216|0, 20, 26, 33
7211|0, 23
7210|0, 24, 26, 34
7209|0, 20, 23, 27, 29, 34
7208|0, 23, 26, 32
7204|0, 20, 26, 27, 32, 33, 34
7202|0
7196|0, 20, 26, 35
7188|0, 23, 29
7187|0, 33, 34
7183|0, 21, 23, 29, 34
7181|0, 27, 33
7166|0, 33, 34
7161|0, 20, 27
7160|0, 23, 26
7156|0, 20, 21, 27, 33
7145|0, 23, 26, 34
7142|0, 20, 27
7134|0, 21, 33
7131|0, 26, 35
7130|0, 34
7129|0, 20, 33, 34
7111|0, 20, 27
7108|0, 20, 21, 29
7104|0, 26, 34
7103|0, 20, 21, 23, 32
7098|0, 20, 33
7097|0, 20, 34
7094|0, 26, 34, 35
7086|0, 20, 23, 33
7085|0, 20, 23, 29
7078|0, 24, 26, 34
7074|0, 20, 21, 26
7071|0, 21, 31, 33
7065|0, 23
7064|0, 20, 33, 34
7060|0, 26, 34
7055|0, 26, 35
7054|0, 23, 24
7052|0, 20, 33
7050|0, 33, 34
7047|0, 23, 24
7044|0, 26, 35
7040|0, 24, 26, 34
7035|0, 23
7031|0, 24, 26, 34
7029|0, 31, 34
7028|0, 21, 23
7025|0, 26, 31, 33, 34
7016|0, 20, 23, 36
7004|0, 21, 23, 33
6997|0, 20, 33
6994|0, 23, 24
6990|0, 27, 29, 34
6987|0, 26
6985|0, 24, 26, 34
6984|0, 20, 23, 27
6981|0, 26, 35
6966|0, 33
6959|0, 20, 21
6948|0, 24, 26, 34
6941|0, 20, 24, 34
6937|0, 20, 21, 23
6935|0, 29, 34
6928|0, 20, 33
6925|0
6923|0, 26, 34
6920|0, 20, 34
6915|0, 20, 21, 23
6913|0, 20, 21, 23, 27, 33
6912|0, 24
6898|0, 24, 26, 34
6897|0, 20, 33
6895|0, 26, 34
6892|0, 29
6886|0, 24, 34
6885|0, 21, 23, 29
6883|0, 20, 27, 34
6877|0, 24, 34
6875|0, 23, 27, 34
6872|0, 20, 33, 34
6868|0, 36
6863|0, 20, 33, 34
6859|0, 20, 33
6857|0, 20, 21, 33
6856|0, 20, 23, 35
6854|0, 26, 34
6852|0, 20, 26, 35
6851|0, 23, 24
6849|0, 21, 24
5149|0, 20, 27, 34
6832|0, 26, 31, 33, 34
6828|0, 23, 27, 29, 34
6826|0, 20, 33
6824|0, 20, 29, 33, 34
6813|0, 21, 23, 32, 33
6810|0, 23
6809|0, 20, 23, 24, 27
6808|0, 34
6805|0, 33
6800|0, 23, 26, 34
6795|0, 21, 23
6789|0, 20, 23, 33
6781|0, 24, 26, 34
6780|0, 26
6778|0, 20, 33
6770|0, 29
6767|0, 20, 23, 27
6766|0, 33
6761|0, 23, 33
6753|0, 26, 35
6751|0, 24, 34
6746|0
6745|0, 24, 26
6741|0, 20, 21, 27, 33
6730|0, 26, 33, 34
6729|0, 24, 34
6719|0, 26, 34
6716|0, 20, 26, 33, 34
6715|0, 20, 23, 32
6713|0, 24, 26
6710|0, 20, 27, 33
6706|0, 26, 34, 35
6701|0, 20, 26, 35
6699|0, 31, 33, 34
6698|0, 20, 27
6691|0, 26, 33, 34
6685|0, 29, 33
6682|0, 20
6671|0, 29, 34
6665|0, 29, 33, 34
6662|0, 24, 34
6655|0, 20, 21, 27
6642|0, 24, 26, 34
6618|0, 20, 26, 27
6615|0, 20, 26
6612|0, 29, 33, 34
6608|0, 20, 21, 24, 27
6605|0, 20, 23, 26, 34
6593|0, 23, 24
6592|0, 24, 26, 36
6591|0, 29, 33
6587|0, 23
6581|0, 26, 29, 33, 34
6578|0, 26, 34
6575|0, 20, 27, 35
6574|0, 23, 24, 34
6569|0, 24, 34
6556|0, 33, 34
6553|0, 20, 24, 34
6544|0, 20, 26, 35
6543|0, 20, 24, 29, 34
6540|0, 20, 33
6538|0, 20, 27, 33
6528|0, 34
6527|0, 20, 23, 27, 32
6526|0, 20, 27
6523|0, 20, 23, 27
6519|0, 23, 24, 32
6513|0, 27, 29, 34
6510|0, 24, 29, 34
6505|0, 20, 33, 34
6497|0, 20, 21, 23, 27, 31, 33
6492|0, 20, 26, 35
6490|0, 20, 21, 23, 33
6488|0, 24, 29, 33, 34
6483|0, 20, 21, 23, 27
6481|0, 26, 34
6468|0, 27, 35
6464|0, 23, 26, 29, 34
6460|0, 33, 34
6457|0, 23, 24, 31
6448|0, 27, 34
6431|0, 24, 26, 34
6422|0, 29, 34
6413|0, 29, 34
6410|0, 26
6409|0, 20
6398|0, 26, 35
6396|0, 26
6395|0, 20, 27
6393|0, 20, 24, 26, 34, 35
6388|0, 24, 26
6384|0, 33, 34
6381|0, 20, 34
6365|0, 20, 26, 33, 34
6359|0, 23, 29, 34
6355|0, 26, 34
6347|0, 20, 26
6341|0, 20, 26, 35
6325|0, 29, 34
6309|0, 20, 23, 24
6298|0, 24, 26, 34
6296|0, 34
6292|0, 24, 26, 34
6289|0, 23, 27
6288|0, 23
6286|0, 23, 29, 34
6282|0, 26, 34, 35
6273|0, 20, 33
6269|0, 24, 26, 34
6268|0, 26
6256|0, 20, 27
6244|0, 33, 34
6242|0, 20, 34
6234|0, 20, 34
6233|0, 23, 24, 34
6217|0, 21, 28, 33, 34
6201|0, 24, 31
6186|0, 33, 34
6183|0, 21, 33
6180|0, 26, 27, 29, 31, 33, 34
6178|0, 27, 33, 34
6177|0, 24, 34
6175|0, 20, 26, 32
6161|0, 23, 24
6159|0, 24, 26, 29
6157|0, 23, 24, 36
6152|0, 23
6148|0, 27, 29
6141|0, 24, 33
6137|0, 20, 26
6129|0, 20, 23, 26, 32
6122|0, 24, 26, 34
6115|0, 26
6111|0, 20, 26, 27, 34
6104|0, 23, 24, 34
6100|0, 20, 27
6087|0, 26
6082|0, 20, 21, 23, 33
6081|0, 26, 35
6072|0, 20, 26, 36
6069|0, 29, 31, 34
6059|0, 29, 33, 34
6056|0, 20, 26, 27
6052|0, 24, 26
6048|0, 20, 24, 34
6046|0, 20, 21, 27, 33
6042|0, 24, 26, 34
6039|0, 26, 34
6035|0, 23, 24
6032|0, 33
6029|0, 29, 33
6026|0, 24, 26
6025|0, 23, 24, 34
6020|0, 24, 26, 34, 35
6017|0, 24, 34
6015|0, 20, 29, 31, 33, 34
6003|0, 24, 26, 34
5999|0, 26, 35
5998|0, 24, 26
5993|0, 20, 23
5991|0, 23, 24, 26
5989|0, 20, 33
5988|0, 20, 26, 34
5984|0, 20, 33, 34
5983|0, 20, 23
5980|0, 24, 29
5978|0, 33, 34
5976|0, 29, 33
5971|0, 20, 33
5966|0, 20, 33, 34
5957|0, 29, 34
5953|0, 20, 27, 33
5952|0, 24
5947|0, 20, 27
5946|0, 20, 23, 32
5944|0, 23, 26
5931|0, 20, 33
5930|0, 24, 26, 34
5918|0, 26, 32, 35
5917|0, 24, 34
5912|0, 24, 26
5903|0, 20, 27, 33
5891|0, 24
5887|0, 20, 23
5885|0, 24, 28, 31, 34
5880|0, 20
5878|0, 23, 24, 26
5875|0, 23
5873|0, 26
5869|0, 23
5863|0, 23, 24
5853|0, 24, 26, 34
5850|0, 23
5844|0, 20, 23
5840|0, 23
5839|0, 23
5837|0, 27, 29, 31, 33, 34
5832|0, 27, 29, 34
5828|0, 23, 32
5827|0, 21, 26, 33
5825|0, 20, 26, 32, 35
5822|0, 20, 33
5813|0, 29, 33, 34
5811|0, 24, 26, 34
5809|0, 20, 23, 24, 32, 34
5802|0, 20, 24, 26
5800|0, 21, 27, 33
5794|0, 24, 26
5765|0, 26, 27, 33
5758|0, 26, 35
5756|0, 20, 26, 34
5751|0, 20
5742|0, 20, 26, 35
5738|0, 24, 26, 34
5737|0, 34
5736|0, 29, 33, 35
5720|0, 21, 26, 33, 34
5716|0, 20, 26, 32
5714|0, 26, 34
5713|0, 26, 34, 35
5712|0, 23, 26
5711|0, 23, 26, 35
5710|0, 24, 34
5708|0, 23, 29, 33, 34, 36
5704|0, 21, 26, 33
5700|0, 20, 26, 33, 34
5697|0, 23, 29, 30
5685|0, 24, 34
5681|0, 21, 29
5679|0, 23, 34
5669|0, 23, 24, 27, 34
5666|0, 21, 24, 33, 34
5660|0, 23
5656|0, 21, 26, 27, 33
5655|0, 20, 21, 27, 33
5653|0, 24, 27
5648|0, 20, 26, 27, 32
5647|0, 20, 23, 33, 34
5646|0, 24, 34
5642|0, 29, 33
5641|0, 25, 26, 34
5639|0, 33
5632|0, 21
5624|0, 26
5622|0, 24, 29
5620|0, 23, 24, 26
5618|0, 23
5617|0, 33
5612|0, 20, 23
5606|0, 23, 32
5605|0, 27, 33, 34, 35
5599|0, 24, 34
5591|0, 21, 24, 26, 28, 31, 33, 34
5589|0
5584|0, 26, 35
5569|0, 20, 26, 31, 34
5567|0, 27, 29, 32
5564|0, 23, 33
5563|0, 20, 21, 27, 33
5554|0, 23, 24, 34
5546|0, 20, 24, 31, 34
5540|0, 24, 26
5535|0, 23
5533|0, 26
5532|0
5528|0, 23, 24
5521|0, 24, 26, 34
5520|0, 20, 21, 23, 27
5518|0, 24, 26
5508|0, 31, 34
5506|0, 20, 23, 26, 32, 35
5501|0, 20, 23, 24, 34
5500|0, 20, 21, 23
5498|0, 24, 26, 34
5496|0, 24, 26
5495|0, 24, 26
5493|0, 20, 23
5468|0, 20, 32
5464|0, 20, 26, 32
5422|0, 27, 29, 34
5421|0, 23, 24, 34
5420|0, 26, 32
5415|0, 20, 26, 35
5412|0, 20, 26, 31, 34
5409|0, 20, 23, 24, 34
5404|0, 20, 21, 23
5388|0, 26
5380|0, 20, 21, 23
5376|0, 23
5373|0, 26, 34
5369|0, 26, 29, 34
5360|0, 20, 33
5358|0, 29, 33, 34
5357|0, 24, 26, 31, 34
5349|0, 20, 26
5342|0, 29, 33, 34
5335|0, 24, 26, 34
5333|0, 20, 26, 35
5330|0, 20, 27, 33
5316|0, 26, 35
5303|0, 33
5300|0, 24, 27
5299|0, 24, 34
5295|0, 20, 33, 34
5292|0, 20, 26, 35
5290|0, 20, 33
5289|0, 20, 23, 33
5277|0, 23
5276|0, 23
5272|0, 24, 26, 34
5265|0, 23, 29, 33
5255|0, 23, 24
5243|0, 34
5242|0, 29, 33
5239|0, 26, 35
5233|0, 20, 26, 32, 34, 36
5219|0, 26, 32, 35
5199|0, 33, 34
5198|0, 23, 24, 26
5197|0, 24, 29, 31, 34
5191|0, 20, 26, 33, 34
5179|0, 24
5176|0, 34
5171|0, 20, 21, 23, 24, 31
5170|0, 23, 34
5166|0, 23, 32
4731|0, 20, 32
5142|0, 24
5138|0, 26
5131|0, 20, 34, 35
5130|0, 23
5128|0, 26, 32, 34
5125|0, 26, 35
5116|0, 24, 26, 34
5108|0, 33
5100|0, 26, 35
5085|0, 20
5080|0
5077|0, 36
5067|0, 23
5049|0, 20, 24, 34
5045|0, 26
5040|0, 26, 34, 35
5038|0, 20, 27
5037|0, 26, 35
5027|0, 20, 23, 32
5019|0
5016|0, 20, 26, 34
5013|0, 23, 27, 29
4996|0, 20, 34
4994|0, 20, 34
4993|0, 20, 33, 34
4990|0, 24
4982|0, 24
4976|0, 20, 26, 35
4973|0, 20, 27, 29
4968|0, 24, 26, 31, 34
4964|0, 24, 34
4963|0, 26, 34
4957|0, 20, 23
4955|0, 26, 29
4952|0, 23, 24
4948|0
4946|0, 20, 27, 29
4943|0, 20, 23, 31
4936|0, 26, 29, 34
4928|0, 20, 23
4919|0, 23, 24, 34
4907|0
4905|0, 20, 26, 35
4900|0, 20, 27
4887|0, 20, 23, 24
4877|0, 20, 26, 35
4871|0, 23, 24, 26, 29, 34
4853|0, 23
4852|0
4843|0, 24
4837|0, 20, 27
4836|0, 33, 34
4828|0, 20, 26, 27
4823|0, 20, 26, 35
4815|0, 26, 34
4803|0, 24, 26
4792|0, 20, 26
4780|0, 24, 26, 34
4776|0, 26, 32, 36
4774|0, 20, 36
4762|0, 24, 26
4754|0, 20, 23, 24
4753|0, 24, 26
4748|0, 24, 26, 34
4741|0, 24, 26, 34
4098|0, 36
4728|0, 26, 29, 34
4724|0, 34
4723|0, 26
4716|0, 23, 24, 26, 34
4714|0, 23, 24, 34
4712|0, 20, 23
4708|0, 33
4707|0, 23
4704|0, 20, 23, 24, 26
4686|0, 24, 27, 33, 34
4681|0, 20, 33
4670|0, 21, 27
4662|0, 20, 33, 34
4651|0, 23, 24
4642|0, 20, 33
4638|0, 24, 34
4636|0, 29
4627|0, 20, 21, 27
4618|0, 29, 33
4610|0, 23
4609|0, 23, 34
4605|0, 20, 35
4601|0, 24
4575|0, 20, 23
4571|0, 27, 29
4559|0
4558|0, 32
4557|0, 20, 26
4556|0, 23, 24
4550|0, 20, 24, 34
4536|0, 23, 24, 27
4525|0, 20
4516|0, 20, 26, 33
4506|0, 20, 27
4503|0, 23
4501|0, 23
4500|0, 29, 34
4492|0, 33
4490|0, 34
4482|0, 33
4481|0, 23, 24, 34
4477|0, 26
4476|0, 33, 34
4470|0, 20
4468|0, 20, 23, 32, 34
4465|0, 23
4457|0, 23, 34
4455|0, 23, 24, 34
4451|0, 27, 33
4450|0, 20, 23, 27
4448|0, 20, 33
4445|0, 20, 33
4433|0, 34
4432|0, 20, 23, 24, 34
4431|0, 29, 33
4429|0, 24, 26
4414|0, 20, 26
4402|0
4393|0, 26, 29, 33, 34
4391|0, 23, 24, 34
4388|0, 24, 34
4384|0, 24
4374|0, 20, 33, 34
4371|0, 20, 21, 27, 33
4357|0, 20, 33, 34
4335|0, 23, 24
4329|0, 20, 33
4321|0, 21, 33, 34
4319|0, 24, 26, 34
4309|0, 26, 33, 34
4286|0, 26, 34
4280|0, 26, 34
4278|0, 23
4272|0, 24, 26, 34
4266|0, 26, 35
4265|0, 24, 26, 34
4252|0, 24
4251|0, 20, 23
4232|0
4228|0, 33, 34
4221|0, 34
4219|0, 24, 26
4217|0, 24, 26
4199|0, 20, 24, 26, 34
4198|0, 23
4197|0, 23
4189|0, 20, 21, 27, 33
4170|0, 35
4167|0, 34
4155|0, 26, 33, 34
4146|0
4144|0, 26, 35
4141|0, 33, 34
4137|0, 26, 35
4126|0, 20, 24, 34
4119|0, 20, 34
4112|0, 26
4106|0, 29
4074|0, 20, 23, 24
4069|0, 20, 23
4064|0, 26
4063|0, 23, 25
4095|0, 26, 34
4082|0, 29, 31, 33
4055|0, 20, 23
4049|0, 20, 27, 33
4036|0, 23, 24, 34
4027|0, 23, 24
4024|0, 20, 23, 24, 26
4016|0, 20, 27, 33
4008|0, 23, 24, 26, 34
4006|0, 23
3998|0, 34
3995|0, 34
3978|0
3975|0, 24
3960|0, 29, 33
3959|0, 23, 32, 35
3958|0, 20, 27, 32
3946|0, 20, 23, 33
3945|0, 26, 33
3944|0, 24, 26
3939|0, 24, 34
3928|0, 20, 23
3927|0, 23
3920|0, 20, 26, 34
3919|0, 23, 29, 33
